,file,type,cbo,wmc,RM_WMC,dit,rfc,lcom,RM_LCOM5,tcc,lcc,totalMethodsQty,RM_NMD,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,RM_NAD,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,RM_LOC,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,sample_id_x,RM_NADC,RM_ATFD,[NOM] > 15|[NOF] > 15,[NOM] + [NOF] > 20,[CLOC] > 750|[NOM] + [NOF] > 20,([ATFD] > 2) & ([WMC] ≥ 47) & ([TCC] < 0.33),([WMC] ≥ 47) & ([TCC] < 0.3) & ([ATFD] > 5),"[LCOM] ≥ 0,725 & [WMC] ≥ 34 & [NOF] ≥ 8 & [NOM] ≥ 14",[CLOC] > 100|[VG] > 20,([NOM] > 20)|([NOF] > 9)|([CLOC] > 750),ALL,ANY,MAJOR VOTES,parts,label
299,8432331,interface,1,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,8432331,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
300,3699849,interface,1,6,6,1,0,15,0.0,0.0,0.0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,3699849,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
301,3698323,interface,6,5,5,1,3,6,0.0,0.0,0.0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,3698323,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
302,3700666,class,18,177,179,1,61,2034,1.0108,0.206964,0.5809859,80,85,2,71,8,1,0,72,0,2,0,10,15,0,0,10,0,0,0,0,13,739,809,91,0,65,1,54,4,71,111,0,25,3,0,0,0,108,25,0,3700666,0,31,1,1,1,1,1,1,1,1,1,1,1,train,0
303,3929567,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3929567,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
304,3723043,class,2,15,15,1,1,69,0.9184,0.08571429,0.08571429,15,0,0,15,0,0,0,15,0,0,0,7,7,0,0,7,0,0,0,0,0,54,45,7,0,0,0,0,15,5,11,0,7,0,0,0,0,45,1,0,3723043,0,0,0,1,1,0,0,1,0,0,0,1,0,train,0
305,3762543,class,4,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,3762543,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
306,3772084,interface,3,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3772084,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
307,3772718,interface,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,3772718,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
308,3856873,class,7,9,5,1,11,1,0.5,0.33333334,0.33333334,3,2,1,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0,36,32,1,4,0,1,0,7,0,8,1,8,5,0,0,0,28,1,1,3856873,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
309,3862792,class,13,8,8,1,26,0,0.7143,1.0,1.0,4,3,0,3,1,0,0,3,0,0,1,7,7,3,2,3,0,2,3,0,2,46,37,4,0,0,0,0,10,1,13,3,12,1,0,0,0,57,1,2,3862792,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
310,3869760,interface,0,2,2,1,0,1,0.0,0.0,0.0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3869760,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
311,3873752,class,4,4,4,1,10,1,1.5,0.0,0.0,3,2,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0,25,21,1,0,1,0,0,2,1,5,0,5,1,0,0,0,23,9,0,3873752,0,3,0,0,0,0,0,0,0,0,0,0,0,train,0
312,3879965,class,12,3,3,1,17,1,1.0,-1.0,-1.0,2,2,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,16,13,2,0,0,0,0,2,0,1,0,2,1,0,0,0,26,1,0,3879965,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
313,3888598,class,9,34,33,2,21,0,1.0345,0.8004926,0.8004926,30,28,0,28,1,1,0,29,0,0,0,2,2,0,0,2,0,0,2,0,1,121,117,25,2,2,0,1,0,3,9,2,8,2,2,0,0,56,10,0,3888598,0,2,1,1,1,0,0,1,1,1,0,1,1,test,0
314,3897581,class,5,3,3,2,3,3,1.0,0.0,0.0,3,2,0,3,0,0,0,3,0,0,0,1,1,1,0,1,0,0,1,0,0,12,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,32,1,1,3897581,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
315,3917715,class,3,2,2,2,0,0,0.0,1.0,1.0,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,9,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,11,1,0,3917715,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
316,3918287,class,2,6,6,2,0,13,1.2,0.06666667,0.06666667,6,4,0,6,0,0,0,6,0,0,0,1,1,0,0,1,0,0,0,0,0,21,18,4,0,0,0,0,0,0,1,0,1,0,0,0,0,14,10,0,3918287,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
317,3919445,class,9,9,6,1,12,0,1.5,1.0,1.0,3,2,0,2,1,0,0,2,0,0,0,3,3,0,0,1,0,2,1,0,0,38,33,0,4,1,1,0,3,0,8,0,7,4,0,0,0,44,2,2,3919445,0,6,0,0,0,0,0,0,0,0,0,0,0,train,0
318,3920625,class,2,8,8,1,0,20,0.8571,0.14285715,0.14285715,8,0,0,8,0,0,0,8,0,0,0,4,4,0,0,4,0,0,0,0,0,30,24,4,0,0,0,0,0,0,4,0,4,0,0,0,0,13,1,0,3920625,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
319,3922769,interface,4,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3922769,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
320,3922790,class,17,16,12,1,30,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,91,88,1,4,3,5,0,12,2,17,3,14,6,0,0,0,80,1,7,3922790,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
321,3925764,class,7,8,8,1,17,0,0.0,-1.0,-1.0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,36,33,1,1,0,3,0,4,0,5,2,5,2,0,0,0,34,1,4,3925764,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
322,3938271,class,17,25,22,2,54,36,0.7917,0.71428573,1.0,9,8,0,6,2,1,0,7,0,0,0,3,3,0,0,3,0,0,2,0,0,161,141,16,0,10,3,2,10,0,22,2,40,5,0,1,29,66,1,3,3938271,0,0,0,0,0,0,0,0,1,0,0,1,1,train,0
323,3943609,class,9,15,14,2,18,22,0.7917,0.25,0.35714287,9,6,0,4,1,4,0,8,2,0,0,3,3,0,0,0,3,0,2,0,0,70,65,4,1,1,0,0,19,3,17,4,13,4,0,0,0,84,1025,0,3943609,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
324,3945737,class,3,0,0,2,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,3945737,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
325,3949836,class,5,3,3,1,3,0,1.5,0.0,0.0,3,2,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,12,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,0,3949836,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
326,8455319,class,4,3,3,1,1,1,0.0,-1.0,-1.0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,0,0,2,0,0,1,0,0,0,0,0,39,17,0,8455319,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
327,3952888,class,2,12,12,1,8,21,0.8611,0.16666667,0.19444445,10,7,5,9,1,0,0,9,0,0,0,4,4,1,0,2,2,0,3,0,3,43,37,7,0,1,0,0,2,1,5,2,5,1,0,0,0,26,17,1,3952888,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
328,3954827,class,2,4,4,2,0,0,0.3333,0.5,0.5,4,0,0,4,0,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,15,12,1,0,0,0,0,0,0,2,0,1,0,0,0,0,13,1,0,3954827,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
329,8497687,interface,7,8,8,1,0,28,1.1429,0.0,0.0,8,8,0,8,0,0,0,8,0,0,0,1,1,1,1,0,0,0,1,0,0,11,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,113,1,0,8497687,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
330,8502684,class,9,9,9,2,12,24,0.9429,0.071428575,0.10714286,8,6,0,8,0,0,0,8,0,0,0,5,5,1,1,4,0,0,1,0,0,37,30,7,0,0,0,0,9,1,3,2,7,1,0,0,0,58,1,0,8502684,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
331,8515776,class,55,79,79,2,65,22,0.9699,0.14285715,0.2857143,8,6,0,7,1,0,0,7,0,0,0,19,19,1,1,18,0,0,1,0,3,295,274,10,1,38,2,10,33,23,83,12,76,4,0,0,0,173,1,3,8515776,0,0,1,1,1,0,0,1,1,1,0,1,1,test,1
332,8514954,class,12,16,16,2,18,58,0.9394,0.060606062,0.10606061,12,6,1,12,0,0,0,12,0,0,0,6,6,2,1,5,0,0,2,0,0,63,55,12,0,3,1,2,12,1,5,2,9,2,0,0,0,70,1,1,8514954,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
333,8517396,class,2,3,3,2,0,1,0.0,0.0,0.0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,3,0,0,1,0,0,0,0,0,6,1,0,8517396,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
334,8522716,interface,13,13,13,1,0,78,0.0,0.0,0.0,13,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,8522716,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
335,8528735,class,99,181,160,2,180,152,0.9626,0.25108224,0.5194805,25,25,0,19,3,3,0,22,0,0,0,38,39,1,0,2,2,34,1,0,9,894,751,49,11,84,16,26,119,21,238,35,226,8,3,2,0,395,1025,39,8528735,0,0,1,1,1,0,0,1,1,1,0,1,1,test,1
336,8538037,class,36,78,78,1,67,185,0.8091,0.37362638,0.3956044,23,22,0,6,9,8,0,14,0,0,0,5,5,1,0,4,1,0,4,0,0,342,335,30,2,20,10,2,57,0,73,27,65,3,0,0,0,146,1,16,8538037,0,0,1,1,1,0,0,1,1,1,0,1,1,train,1
337,8564277,interface,1,2,2,1,0,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8564277,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
338,8564291,class,5,30,30,1,9,270,1.037,0.14285715,0.6693122,28,9,0,27,0,1,0,28,0,0,0,16,16,1,0,16,0,0,1,0,0,126,108,22,0,0,0,9,2,10,17,9,17,1,0,0,0,67,12,0,8564291,0,16,1,1,1,0,0,1,1,1,0,1,1,train,0
339,8574368,class,6,4,4,1,11,1,1.5,0.0,0.0,3,2,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0,25,21,1,0,1,0,1,2,1,5,0,5,1,0,0,0,19,9,0,8574368,0,3,0,0,0,0,0,0,0,0,0,0,0,train,0
340,8581347,class,4,4,4,2,3,0,2.0,1.0,1.0,2,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,18,15,3,0,0,1,0,2,0,1,1,1,1,0,0,0,21,9,1,8581347,0,2,0,0,0,0,0,0,0,0,0,0,0,train,0
341,8584799,class,4,10,11,1,17,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52,0,1,5,0,0,0,2,3,0,1,3,0,0,0,28,10,0,8584799,0,5,0,0,0,0,0,0,0,0,0,0,0,train,0
342,8602083,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,8602083,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
343,8601987,class,10,6,6,2,9,3,0.0,0.0,0.0,3,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,42,1,0,8601987,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
344,8604577,class,8,25,22,1,19,13,0.725,0.35555556,0.46666667,11,8,3,1,1,0,9,10,0,0,0,4,4,1,0,4,0,0,2,0,0,62,56,11,5,7,0,0,3,7,20,2,17,2,0,0,1,92,1,0,8604577,0,0,0,0,0,0,0,0,1,0,0,1,1,train,0
345,8604234,class,6,8,8,1,10,1,0.6111,0.4,0.4,7,5,0,6,1,0,0,6,0,0,0,3,3,1,0,3,0,0,1,0,0,32,27,4,0,2,0,0,0,1,6,1,4,1,0,0,0,41,10,0,8604234,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
346,8632348,class,0,5,5,1,3,0,0.3333,1.0,1.0,4,3,3,3,1,0,0,3,0,0,0,1,1,1,0,1,0,0,1,0,0,15,12,1,0,1,0,0,0,1,2,0,2,0,0,0,0,21,1,0,8632348,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
347,8645617,class,12,15,3,1,16,1,1.25,0.33333334,0.33333334,3,3,0,3,0,0,0,3,0,0,0,2,2,1,1,1,0,0,2,0,0,57,8,1,3,5,4,0,7,0,14,3,9,4,0,0,0,70,1,0,8645617,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
348,8660235,class,1,3,3,2,0,3,0.0,0.0,0.0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,8660235,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
349,8672725,class,9,26,34,2,8,3,1.1111,0.46666667,0.46666667,10,8,0,8,0,0,2,10,0,0,0,3,3,1,0,1,2,0,1,0,0,122,117,9,0,10,0,4,0,4,16,1,6,1,1,0,0,72,10,0,8672725,0,2,0,0,0,0,0,1,1,0,0,1,1,test,0
350,8672429,class,5,6,6,1,8,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,1,0,2,0,0,0,0,1,0,1,3,0,0,0,21,18,2,8672429,0,3,0,0,0,0,0,0,0,0,0,0,0,test,0
351,8691119,class,7,6,6,2,4,15,0.0,0.0,0.0,6,3,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,8691119,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
352,8694129,class,8,11,11,1,14,0,0.75,1.0,1.0,5,4,4,4,1,0,0,4,0,0,0,2,2,2,1,1,0,0,2,0,4,149,51,4,0,2,0,0,16,6,21,0,10,2,0,2,0,104,17,0,8694129,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
353,8738655,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8738655,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
354,8754569,class,6,3,3,1,7,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,1,0,0,1,2,3,0,2,3,2,1,0,0,0,17,10,3,8754569,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
355,8760562,class,17,13,13,4,29,4,1.0,0.33333334,0.33333334,4,3,1,3,1,0,0,3,0,0,0,2,2,1,0,2,0,0,1,0,6,91,65,6,1,3,1,5,9,14,22,6,19,3,0,2,0,106,1,0,8760562,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
356,8760558,class,7,5,5,2,7,3,1.0,0.0,0.0,3,3,0,3,0,0,0,3,0,0,0,2,2,1,0,2,0,0,0,0,1,27,23,4,0,1,0,0,0,8,7,2,6,1,0,0,0,63,0,0,8760558,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
357,8776987,class,28,3,3,1,5,0,0.3333,1.0,1.0,2,1,0,2,0,0,0,2,0,0,0,3,3,0,0,3,0,0,2,0,0,12,7,1,0,0,0,1,0,0,3,0,3,0,0,0,0,19,1,0,8776987,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
358,8792283,class,6,5,8,1,1,10,0.0,0.0,0.0,5,3,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,69,28,3,0,0,0,0,1,0,1,0,1,0,1,0,0,24,9,0,8792283,0,7,0,0,0,0,0,0,0,0,0,0,0,train,0
359,8796174,class,21,142,148,3,45,452,0.9388,0.26109937,0.52537,44,40,0,42,2,0,0,44,0,0,0,13,17,8,6,7,0,0,8,0,6,642,430,56,0,28,2,10,27,17,73,0,33,2,0,5,0,139,9,0,8796174,0,4,1,1,1,1,0,1,1,1,0,1,1,train,0
360,8799964,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,8799964,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
361,8863381,class,5,7,8,2,14,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,1,3,0,0,0,1,2,0,1,3,0,0,0,27,10,0,8863381,0,3,0,0,0,0,0,0,0,0,0,0,0,train,0
362,8876926,class,9,5,5,2,5,0,0.0,1.0,1.0,5,4,0,5,0,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,20,17,4,0,0,0,0,0,0,2,0,2,0,0,0,0,34,1,0,8876926,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
363,8896304,class,8,16,17,2,17,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,0,1,9,0,0,0,4,5,0,1,3,0,0,0,41,10,0,8896304,0,9,0,0,0,0,0,0,0,0,0,0,0,train,0
364,8902918,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,8902918,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
365,8905404,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8905404,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
366,8912937,class,2,1,1,2,1,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,8912937,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
367,8917316,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8917316,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
368,8923216,class,6,2,2,1,13,1,0.0,0.0,0.0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,25,23,2,0,0,0,0,1,0,5,0,5,0,1,0,0,23,1,0,8923216,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
369,8937461,class,18,19,17,1,36,3,1.0,0.0,0.0,3,3,3,0,1,2,0,2,0,0,0,1,1,1,0,1,0,0,1,0,3,77,74,4,5,3,0,2,14,11,23,7,16,3,0,0,0,71,1,3,8937461,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
370,8951219,class,12,4,4,2,10,1,1.5,0.33333334,0.33333334,3,2,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,22,19,0,0,1,0,1,2,1,4,0,4,1,0,0,0,23,9,0,8951219,0,2,0,0,0,0,0,0,0,0,0,0,0,test,0
371,8952196,class,6,5,5,2,7,6,0.0,0.0,0.0,4,3,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,3,0,0,0,0,1,0,1,0,1,1,0,0,0,32,0,1,8952196,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
372,8962839,class,2,1,1,1,0,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,8962839,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
373,8966683,class,11,24,24,2,11,9,0.8889,0.2857143,0.2857143,7,5,0,4,0,0,3,7,1,0,0,3,3,1,0,2,1,0,2,0,0,99,94,4,5,7,0,1,0,15,29,0,18,4,0,0,0,47,1025,0,8966683,0,0,0,0,0,0,0,0,1,0,0,1,1,train,0
374,8970191,class,7,4,3,2,3,3,1.0,0.0,0.0,3,2,2,3,0,0,0,4,0,0,0,1,1,1,1,0,0,0,1,0,1,22,15,2,0,0,0,0,0,0,2,0,1,0,1,0,0,91,1,0,8970191,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
375,8970601,class,4,6,6,2,5,3,0.8,0.33333334,1.0,6,1,0,6,0,0,0,6,0,0,0,6,6,1,1,4,0,1,5,0,0,31,23,5,0,0,0,0,0,0,8,0,7,0,0,0,0,22,0,0,8970601,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
376,8978193,class,2,12,13,1,2,16,1.1429,0.10714286,0.10714286,8,8,3,7,0,1,0,8,4,4,0,1,1,1,1,0,0,0,1,0,0,94,63,4,1,0,0,0,3,1,2,2,2,1,3,0,0,140,1025,0,8978193,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
377,8998802,class,7,9,9,1,10,16,0.5714,0.21428572,0.21428572,8,7,0,8,0,0,0,8,0,0,0,1,1,0,0,1,0,0,1,0,0,31,28,0,0,1,0,0,9,0,2,1,2,1,0,0,0,32,17,3,8998802,0,4,0,0,0,0,0,0,0,0,0,0,0,train,0
378,9000410,class,4,10,9,2,8,0,2.0,1.0,1.0,2,1,0,1,0,0,1,2,0,0,0,4,4,0,0,4,0,0,0,0,0,46,40,4,0,1,0,0,5,4,10,0,9,1,0,0,0,49,9,5,9000410,0,11,0,0,0,0,0,0,0,0,0,0,0,train,1
379,9006303,class,4,13,13,2,16,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,3,3,3,2,1,0,0,3,0,0,26,21,2,0,2,0,0,7,0,5,0,5,2,0,0,0,23,1,5,9006303,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
380,9008469,class,9,9,8,3,12,1,1.2,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,5,5,2,0,2,3,0,2,0,0,82,33,2,1,5,0,1,8,3,15,1,9,5,0,1,0,65,1,0,9008469,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
381,9012542,class,3,1,1,1,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,1,0,0,0,7,7,0,7,0,0,0,7,0,0,18,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,18,10,0,9012542,1,7,0,0,0,0,0,0,0,0,0,0,0,train,0
382,9025710,class,9,10,16,1,23,0,0.8,1.0,1.0,5,3,0,3,2,0,0,3,0,0,0,5,5,4,2,3,0,0,4,0,5,50,43,3,1,0,2,0,11,0,10,1,9,2,0,0,0,57,1,3,9025710,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
383,9033273,class,7,6,6,2,7,6,0.0,0.0,0.0,4,3,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,2,1,0,0,0,1,4,4,0,4,1,0,0,0,25,1,0,9033273,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
384,9038553,interface,1,3,3,1,0,3,0.0,0.0,0.0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,9038553,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
385,9040540,class,6,3,3,2,2,1,1.0,0.33333334,0.33333334,3,1,1,3,0,0,0,3,0,0,0,2,2,2,2,0,0,0,0,0,0,14,10,1,0,0,0,0,0,0,1,0,2,0,0,0,0,19,1,0,9040540,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
386,9046528,class,0,0,0,1,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9046528,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
387,9063283,class,1,3,3,1,1,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,4,2,0,2,2,0,0,0,4,1,0,9063283,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
388,9071167,class,55,217,213,1,107,80,0.8261,0.5272727,0.6545454,24,22,0,9,14,1,0,11,0,0,0,12,12,1,0,10,0,2,1,0,4,731,711,27,18,92,17,29,2,79,259,12,179,7,0,0,0,219,1,0,9071167,0,0,1,1,1,0,0,1,1,1,0,1,1,train,1
