,embedding,name,label_x,parts,sample_id,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
611,[-2.43361   -2.01006    5.4749613 ... -3.0216455  2.3710134  1.7820431],5456950,not_lm,train,5456950,0.0,1069.0,1.0,5.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
612,[-4.094449   1.0968022 -1.7730913 ... -4.4297066  0.8621025 -4.5351524],5460082,not_lm,test,5460082,0.0,380.0,7.0,1.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0
613,"[-4.02930611 -0.97621296 -0.1277705  ... -6.05699845 -6.69813433
  6.07300925]",5464749,not_lm,train,5464749,0.0,392.0,2.0,4.0,5.0,14.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0
614,[-1.1595124 -1.4111214  2.1648438 ... -2.35863   -0.5174877  1.5734196],5470714,not_lm,train,5470714,0.0,44.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
615,"[-19.15909861  -9.79490944   7.29150312 ... -19.78585239  -1.1533352
   1.27479558]",5473580,not_lm,train,5473580,0.0,300.0,4.0,4.0,14.0,28.0,1.0,2.0,4.0,14.0,5.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,35.0,2.0,1.0,0.0
616,[-8.315664  -3.458429   2.9219482 ... -4.7793846  1.3573717  5.506625 ],5476379,not_lm,test,5476379,0.0,82.0,2.0,3.0,6.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0
617,[-3.3646126 -2.280202   2.0569735 ... -2.864335   1.0848514  2.7086802],5476959,not_lm,train,5476959,0.0,47.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0
618,"[-5.0510006  -1.3510138  -0.84576875 ... -3.1617103   0.5100101
  1.8539246 ]",5478880,not_lm,train,5478880,0.0,161.0,6.0,2.0,4.0,8.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0
619,"[-22.94293733  -6.86105405   5.31940847 ... -18.16363493  -1.42973746
  16.85642189]",5480114,not_lm,train,5480114,0.0,470.0,3.0,12.0,13.0,32.0,0.0,3.0,1.0,13.0,0.0,0.0,1.0,2.0,1.0,1.0,14.0,0.0,4.0,9.0,2.0,0.0,0.0,50.0,2.0,0.0,0.0
620,[-1.3568696 -0.5238613  1.7801001 ... -3.1814032  1.4190663  2.0527697],5485720,not_lm,train,5485720,0.0,77.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
621,"[-0.43931395 -0.01813602  2.4890935  ... -2.1221988   1.3632944
 -1.3581963 ]",5487652,not_lm,test,5487652,0.0,124.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
622,[-5.7678695 -2.8947186  4.2470746 ... -4.3036675  4.067398   3.678276 ],5488746,not_lm,train,5488746,0.0,3462.0,2.0,2.0,4.0,10.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
623,"[-2.0260222  -0.97056496  0.24880683 ... -2.1881816   1.2748488
  3.0864985 ]",5490526,not_lm,train,5490526,0.0,88.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
624,[-2.4012156 -1.4316292  2.3927524 ... -2.1733398  0.9141228  1.02428  ],5497852,not_lm,train,5497852,1.0,55.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0
625,"[-2.833569   -1.3346455   2.1843863  ... -3.5120754   0.79483414
  0.9266912 ]",5497900,not_lm,train,5497900,0.0,183.0,1.0,1.0,3.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0
626,"[-1.0232538   1.0833068   2.0801182  ... -2.9907331   0.33585432
  0.3808732 ]",5498738,not_lm,test,5498738,0.0,38.0,4.0,1.0,4.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
627,[-3.4852304 -2.1809254  2.1434364 ... -5.890152  -1.3902228  3.4081855],5506218,not_lm,train,5506218,0.0,362.0,2.0,2.0,3.0,9.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0
628,[-3.309764  -3.883283   1.1092398 ... -3.2651882 -1.941574   5.7198534],5508642,not_lm,train,5508642,0.0,62.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
629,"[-5.65940412  1.60743101 -0.48981351 ... -5.88039136 -3.25916029
 -0.68316978]",5510584,not_lm,train,5510584,0.0,2137.0,4.0,5.0,6.0,14.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,17.0,1.0,2.0,0.0
630,"[-0.81318563 -0.40317947  2.211526   ... -1.9255455   0.5889505
  1.7202387 ]",5515872,not_lm,train,5515872,1.0,59.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
631,"[-5.76398831 -3.70116563  7.50339545 ... -7.96396521 -1.92334315
  6.24460243]",5516822,not_lm,train,5516822,0.0,53.0,5.0,2.0,10.0,10.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0
632,[-4.5044127 -1.4792433  4.441337  ... -6.898053   2.1258886  1.1549196],5520984,not_lm,train,5520984,0.0,44.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
633,[-2.4259658  0.024726   5.845071  ... -6.4322777  1.0344791  2.9337993],5525645,not_lm,train,5525645,0.0,151.0,1.0,2.0,3.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0
634,[ 5.106819  -0.8512752  9.2803545 ... -0.966065   2.1883588 -1.1857247],5534322,not_lm,train,5534322,1.0,451.0,4.0,1.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
635,[-3.0270562 -1.2632751  2.5452318 ... -5.5914345 -1.7944431  4.1236506],5535647,not_lm,test,5535647,0.0,56.0,4.0,2.0,2.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,65536.0,0.0,1.0
636,"[-1.0299792  -0.9218943  -0.41626948 ... -6.5442114   0.13812318
  1.1237786 ]",5542756,not_lm,train,5542756,0.0,20818.0,3.0,3.0,4.0,11.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0
637,[-3.8111925 -0.5300047 -1.2814171 ... -7.360819  -2.5931125  1.0002068],5548181,not_lm,train,5548181,0.0,3749.0,4.0,2.0,5.0,15.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,30.0,0.0,0.0,1.0
638,"[ -1.89532102  -0.56069899  -0.5485085  ... -11.13219137  -0.98814581
   1.7620229 ]",5551982,not_lm,train,5551982,0.0,218.0,3.0,5.0,4.0,20.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0
639,[-2.7437325 -1.3393756  3.543715  ... -2.0672784  1.9284214 -0.9407294],5555115,not_lm,test,5555115,1.0,12944.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0
640,[-1.7448924 -1.119205   1.9804385 ... -4.3247633 -2.1218233  1.4392917],5559770,not_lm,train,5559770,0.0,419.0,3.0,3.0,7.0,10.0,2.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0
641,"[-6.39890181 -1.22743267  6.81923866 ... -8.19528835  1.80846461
  3.24439424]",5578507,not_lm,train,5578507,0.0,105.0,4.0,3.0,9.0,16.0,1.0,3.0,0.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,13.0,9.0,2.0,0.0
642,[-3.2838058 -1.7357986  2.4389873 ... -5.350954  -0.5227622  3.0981808],5580164,not_lm,train,5580164,0.0,78.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
643,"[-2.01638445 -1.59644531  4.78206246 ... -1.4383771  -1.59905699
 -3.40569365]",5580203,not_lm,test,5580203,0.0,102.0,4.0,1.0,11.0,10.0,0.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0
644,"[-3.65078212 -3.97255864 -0.33243413 ... -1.46947575 -0.26176558
 -3.71729703]",5585565,not_lm,train,5585565,0.0,132.0,5.0,2.0,8.0,12.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0
645,"[-3.8399388   1.53317086  0.04341864 ... -1.62788086  5.1230261
 -0.31828782]",5585822,not_lm,train,5585822,0.0,552.0,3.0,1.0,14.0,17.0,0.0,2.0,0.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,22.0,2.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0
646,"[-2.658897   -1.1731181   2.8573813  ... -2.2104917   0.12210554
  3.4632292 ]",5586619,not_lm,test,5586619,0.0,43.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
647,"[-5.83951448 -3.20314804 11.7391658  ... -7.60768308  6.25620233
 -5.70259857]",5591314,not_lm,train,5591314,0.0,106.0,3.0,2.0,12.0,18.0,1.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,28.0,1.0,0.0,0.0
648,"[-8.04236869  0.90873582 -2.55656314 ... -6.42435261  4.46372598
 -2.08526348]",5596509,not_lm,train,5596509,0.0,138.0,4.0,3.0,12.0,19.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0
649,"[ -8.4851265    0.33696073   6.433404   ... -13.037664    -9.854233
   8.547166  ]",5596973,not_lm,train,5596973,0.0,1023.0,5.0,5.0,10.0,23.0,1.0,6.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,12.0,8.0,2.0,0.0,0.0,16.0,10.0,0.0,0.0
650,[-2.4213285 -1.1787982  2.4722614 ... -2.5673866  1.487018   2.3740506],5601781,not_lm,train,5601781,0.0,66.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
651,[-1.2449336 -0.3239901  1.6505337 ... -2.9766448  1.7526244  3.7520485],5604954,not_lm,test,5604954,0.0,44.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0
652,[-2.7886987 -1.4305215  2.6945848 ... -3.075664   0.7477776  2.0052261],5605416,not_lm,train,5605416,0.0,378.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
653,"[-3.57239212 -1.95456206  1.70827681 ... -7.02976508 -0.85676928
 -1.28963071]",5608439,not_lm,train,5608439,0.0,243.0,1.0,2.0,6.0,15.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,41.0,2.0,0.0,1.0
654,"[-8.475067    0.10122478 -1.4207244  ... -7.70759    -9.490205
  2.8450637 ]",5616304,not_lm,train,5616304,0.0,234.0,2.0,4.0,4.0,17.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,45.0,1.0,1.0,1.0
655,[-3.4040184 -2.562357   0.2653631 ... -5.7247114 -4.3838463  6.0486145],5618836,not_lm,train,5618836,0.0,191.0,0.0,5.0,4.0,10.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0
656,"[-7.08447216 -2.0639592   2.36635684 ... -8.7401096  -0.42674814
 -4.52608636]",5621210,not_lm,test,5621210,0.0,286.0,5.0,4.0,7.0,9.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,30.0,4.0,0.0,1.0
657,"[-0.44960264  6.97788902 -0.7775313  ... -4.15220265  1.7213065
 -1.26538327]",5622695,not_lm,test,5622695,0.0,80.0,0.0,2.0,4.0,19.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,1.0,0.0,0.0
658,"[-2.484959   -1.1315453   0.9522424  ... -2.6188838   0.56357133
  3.5828195 ]",5625637,not_lm,train,5625637,0.0,192.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
659,"[-0.51492711 -1.28368665  5.14296842 ... -2.69922267  2.90030991
  0.36716336]",5626154,not_lm,train,5626154,0.0,309.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
660,"[-1.2574635  -0.9163439  -0.72399163 ... -2.0104241   1.3226385
  1.9688705 ]",5627395,not_lm,train,5627395,0.0,185.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
661,"[-4.9498416  -1.08629283  1.38044317 ... -5.00871729 -2.30584867
  1.06194185]",5634327,not_lm,test,5634327,0.0,80.0,1.0,9.0,2.0,10.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0
662,"[-1.5216202  -0.02493414  7.7240953  ... -4.4880037   0.7419275
  0.67420256]",5638052,not_lm,train,5638052,0.0,427.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0
663,"[-3.6186028  -0.79338986  5.0143733  ... -7.2182913   0.06734762
  8.160609  ]",5642265,not_lm,test,5642265,0.0,32.0,3.0,3.0,4.0,9.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0
664,[-3.5121045  0.5592932  0.3268054 ... -2.6984649 -1.5275174  2.8319952],5647618,not_lm,train,5647618,0.0,373.0,2.0,3.0,4.0,8.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,28.0,16.0,0.0,1.0
665,"[-1.562893    0.7615924   1.2949872  ... -2.6752253  -0.76318264
  2.3651476 ]",5651881,not_lm,train,5651881,0.0,278.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
666,"[ 0.43778932  0.9811525   2.2336342  ... -3.6571255  -0.3960686
  0.00927889]",5654509,not_lm,train,5654509,0.0,197.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,1.0
667,[-3.8134434 -4.7997637  1.9290262 ... -6.350134  -1.1524537  7.0279703],5655899,not_lm,train,5655899,0.0,147.0,2.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,1.0
668,"[-2.2375412  -0.32810497  0.774529   ... -2.8025699   0.9863664
  1.9424051 ]",5657118,not_lm,train,5657118,0.0,237.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0
669,"[-2.2736084   0.42194492  2.7172763  ... -2.8586955   1.8300127
  0.97087705]",5657457,not_lm,train,5657457,0.0,201.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,1.0
670,"[-1.0144325  -0.81477711  1.84667873 ... -2.57724368  1.55367634
  1.39530684]",5657989,not_lm,train,5657989,0.0,75.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,4.0,0.0,1.0
671,"[-2.2176833  -0.8720182   1.6423097  ... -3.2713184  -0.32333457
  3.0159707 ]",5658486,not_lm,train,5658486,0.0,86.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,1.0
672,"[-3.5108418   0.30786848  6.5962477  ... -6.2040186   0.9363855
  0.1825428 ]",5660411,not_lm,train,5660411,0.0,399.0,5.0,2.0,2.0,10.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,1.0,0.0,1.0
673,"[-4.1704307  -0.6937196   0.33014902 ... -6.9114027  -4.675835
  5.8405833 ]",5665524,not_lm,test,5665524,0.0,187.0,0.0,5.0,3.0,13.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,4.0,0.0,1.0
674,"[ -2.0733228   7.6597233   9.5800295 ... -25.932123    7.848786
 -15.351716 ]",5671828,not_lm,train,5671828,0.0,986.0,6.0,12.0,5.0,53.0,5.0,2.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,5.0,9.0,2.0,4.0,0.0,0.0,38.0,17.0,0.0,0.0
675,[-5.6508045 -4.4081545  3.3965166 ... -7.491975  -2.88708    6.4546976],5678475,not_lm,train,5678475,0.0,54.0,2.0,1.0,5.0,9.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
676,"[-3.3210794   0.25141868  3.98302658 ... -3.57073459 -1.1255974
  5.19120441]",5684516,not_lm,train,5684516,0.0,543.0,0.0,4.0,3.0,9.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,36.0,4.0,0.0,1.0
677,[-0.6649308 -2.0128353  4.173587  ... -1.2076157  0.4274039 -0.8169993],5690366,not_lm,train,5690366,1.0,70.0,2.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
678,[-1.7096572 -0.5626377  3.8355958 ... -4.2719946  1.2984179  1.5001011],5690795,not_lm,train,5690795,0.0,126.0,3.0,2.0,3.0,6.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
679,[-4.3020678 -3.7056158  3.42784   ... -5.521324  -2.1167383  5.107898 ],5693079,not_lm,train,5693079,0.0,49.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
680,"[-2.06047148 -2.56154111  1.89851803 ... -3.42106199 -1.68705028
  4.0990291 ]",5693176,not_lm,test,5693176,0.0,32.0,3.0,2.0,3.0,6.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
681,"[-3.2721395  -2.5622683   0.33316582 ... -3.3900952  -1.3617733
  2.07402   ]",5698044,not_lm,test,5698044,0.0,133.0,0.0,4.0,3.0,12.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0
682,"[-0.5758258   0.18754296  2.2026737  ... -1.8779106   0.86008644
  1.1349361 ]",5698693,not_lm,train,5698693,1.0,36.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
683,"[-1.9372681e+00 -3.4803233e-01  3.0161612e+00 ... -2.9494929e+00
 -1.4722644e+00 -1.2245178e-03]",5702663,not_lm,train,5702663,0.0,61.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
684,"[-1.2463171   0.11427128  0.05693704 ... -4.668671   -6.741352
  1.4938619 ]",5705708,not_lm,train,5705708,0.0,39.0,0.0,4.0,1.0,11.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,9.0,3.0,0.0
685,"[-5.78120015 -2.81818433  5.88069054 ... -3.63367377 -0.42194916
  2.38039337]",5718043,not_lm,train,5718043,0.0,335.0,4.0,2.0,7.0,11.0,1.0,6.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,3.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0
686,"[-0.182684   -1.1785057   4.1246896  ... -4.0533834  -0.09164339
  1.5374799 ]",5719331,not_lm,train,5719331,0.0,1385.0,1.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,10.0,0.0,1.0
687,[-2.4030797 -0.74122    2.864892  ... -8.809269  -0.3371558  1.9550047],5723163,not_lm,train,5723163,0.0,1759.0,4.0,4.0,9.0,14.0,4.0,0.0,1.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0
688,[-4.9856386 -0.7512922 -0.1548236 ... -1.860336  -2.839052   3.531992 ],5723559,not_lm,test,5723559,0.0,49.0,3.0,2.0,7.0,11.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,1.0,35.0,12.0,0.0,0.0
689,"[-0.36091729 -2.72857741  1.90963438 ... -4.28880391  0.58716974
 -5.18242525]",5731614,not_lm,test,5731614,0.0,220.0,1.0,2.0,3.0,12.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0
690,"[-1.1869545   0.3513657   1.6868376  ... -1.0881028  -0.63351953
  0.53729427]",5732162,not_lm,train,5732162,0.0,47.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
691,[-1.7942859 -3.0478635  2.9461286 ... -4.6016116 -2.237456   3.6313534],5737047,not_lm,train,5737047,0.0,85.0,1.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
